OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,PropertyGFATotal - PropertyGFAParking,Densite_etage,Age,Pourc_elec,Pourc_gas,Pourc_steam
24714,2016,NonResidential,Warehouse,Great Floors,1251 1st Ave S,Seattle,WA,98111.0,7666206990,2,Greater duwamish,47.59081,-122.33487,1938,1.0,2,41276,0,41276,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,24300.0,Retail Store,13284.0,Office,3692.0,,,60.59999847,69.80000305,103.4000015,113.9000015,2502081.0,2880753.0,0.0,230363.7031,786001.0,17160.80078,1716080.0,False,,Compliant,,96.62,2.34,41276,1.0,85,0.3141389107706745,0.6858610892293255,0.0
24716,2016,NonResidential,Refrigerated Warehouse,Pacific Commercial,85 South Atlantic St.,Seattle,WA,98134.0,7666207070,2,Greater duwamish,47.58999,-122.33539,1937,0.0,2,24430,0,24430,"Other, Refrigerated Warehouse",Refrigerated Warehouse,15667.0,Other,8690.0,,,,,50.59999847,53.29999924,131.0,133.8000031,1232822.875,1297406.125,0.0,265886.8125,907206.0,3256.170166,325617.0,False,,Compliant,,23.62,0.97,24430,2.0,86,0.7358770009844278,0.2641231004088888,0.0
24720,2016,NonResidential,Small- and Mid-Sized Office,Guardian Security Systems,1743 1st Ave S,Seattle,WA,98134.0,7666207100,2,Greater duwamish,47.58686,-122.33469,1927,1.0,1,22580,0,22580,Office,Office,22580.0,,,,,,90.0,41.09999847,41.5,122.8000031,122.0,928584.875,937950.625,0.0,251990.5938,859792.0,687.9299927,68793.0,False,,Compliant,,9.65,0.43,22580,0.5,96,0.925916438171578,0.07408369644185729,0.0
24725,2016,NonResidential,Warehouse,Seattle Curtain Mfg Co,104 Twelfth Avenue,Seattle,WA,98122.0,8061000025,3,Central,47.60192,-122.31641,1926,1.0,1,20000,0,20000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,20000.0,,,,,,18.0,37.20000076,43.90000153,52.5,59.59999847,743528.125,877874.875,0.0,37885.10156,129264.0,6142.640137,614264.0,False,,Compliant,,33.52,1.68,20000,0.5,97,0.17385219960576476,0.8261476322768557,0.0
24726,2016,NonResidential,Warehouse,"Archives, Records and Elections Warehouse",1215 E Fir St,Seattle,WA,98122.0,8061000045,3,Central,47.60224,-122.31529,1954,1.0,1,42000,0,42000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,38000.0,Office,4000.0,,,,,49.29999924,54.70000076,81.80000305,87.0,2070005.625,2298245.25,0.0,177045.0,604078.0,14659.28027,1465928.0,False,,Compliant,,82.07,1.95,42000,0.5,69,0.2918243277720562,0.7081758533868718,0.0
24758,2016,NonResidential,Self-Storage Facility,TRW Building,1120 12th Ave,Seattle,WA,98122.0,3225049017,3,Central,47.61234,-122.31628,1962,1.0,1,24248,0,24248,"Parking, Self-Storage Facility",Self-Storage Facility,21018.0,Parking,3230.0,,,,,5.300000191,5.699999809,16.70000076,18.0,111969.7031,120610.5,0.0,32752.0,111750.0,2.199999809,220.0,False,,Compliant,,0.79,0.03,24248,0.5,61,0.9980378343970084,0.001964817213130576,0.0
24769,2016,NonResidential,Senior Care Community,Aljoya Thornton Place,450 NE 100th St,Seattle,WA,98133.0,3226049568,5,North,47.70178,-122.32352,2009,1.0,6,244500,0,244500,Senior Care Community,Senior Care Community,244500.0,,,,,,100.0,45.09999847,46.29999924,101.5,103.1999969,11019641.0,11314740.0,0.0,1857741.375,6338614.0,46810.26172,4681026.0,False,,Compliant,,292.8,1.2,244500,3.0,14,0.5752105717418562,0.4247893375110859,0.0
24778,2016,NonResidential,Warehouse,5055 Properties LLC (ID24778),5055 E Marginal Way S,Seattle,WA,98134.0,3573201061,2,Greater duwamish,47.55608,-122.3388,1932,1.0,1,24617,0,24617,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22752.0,,,,,,,4.699999809,4.800000191,14.80000019,15.10000038,106918.0,109471.7969,0.0,31335.90039,106918.0,0.0,0.0,False,,Compliant,,0.75,0.03,24617,0.5,91,1.0,0.0,0.0
24780,2016,NonResidential,Other,McKinstry SEA - 210 S Hudson Innovation Center,210 S Hudson St,Seattle,WA,98134.0,3573700130,2,Greater duwamish,47.55768,-122.33137,2009,1.0,3,127065,84710,42355,"Office, Parking",Parking,84710.0,Office,42355.0,,,,,76.59999847,79.40000153,240.6000061,249.3999939,3245111.5,3363692.75,0.0,951087.625,3245111.0,0.0,0.0,False,,Compliant,,22.62,0.18,42355,1.5,14,0.9999998459220892,0.0,0.0
24781,2016,NonResidential,Retail Store,Grainger Branch 756,4930 3rd Ave S,Seattle,WA,98134.0,3573700195,2,Greater duwamish,47.55772,-122.33017,1964,1.0,1,37247,0,37247,Retail Store,Retail Store,37247.0,,,,,,69.0,46.90000153,53.40000153,91.30000305,97.19999695,1748644.5,1988034.875,0.0,219225.7969,747998.0,10006.45996,1000646.0,False,,Compliant,,58.36,1.57,37247,0.5,59,0.42775875828391646,0.5722409557803201,0.0
24803,2016,NonResidential,Retail Store,"JG Crown Hill, LLC",8700 15th Ave NW,Seattle,WA,98117.0,7515000155,6,Ballard,47.69274,-122.37602,1993,1.0,1,25384,0,25384,Retail Store,Retail Store,23468.0,,,,,,11.0,129.0,136.6999969,296.7999878,303.2999878,3027867.5,3207111.5,0.0,530922.6875,1811508.0,12163.58984,1216359.0,False,,Compliant,,77.23,3.04,25384,0.5,30,0.5982784913804848,0.40172134348679395,0.0
24822,2016,NonResidential,Small- and Mid-Sized Office,1943 First Avenue,1943 1st Avenue South,Seattle,WA,98134.0,7666207160,2,Greater duwamish,47.58462,-122.3347,1910,0.0,3,49052,0,49052,"Office, Retail Store",Office,32393.0,Retail Store,10057.0,,,,96.0,34.0,34.0,106.5999985,106.5999985,1441445.625,1441445.625,0.0,422463.5,1441445.0,0.0,0.0,False,,Compliant,,10.05,0.2,49052,3.0,113,0.9999995664075084,0.0,0.0
24823,2016,NonResidential,Warehouse,Millwork Supply,2225 1ST AVE S,Seattle,WA,98134.0,7666207185,2,Greater duwamish,47.58318,-122.3347,1900,1.0,2,52110,0,52110,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32000.0,,,,,,34.0,18.29999924,21.0,27.70000076,30.5,586589.1875,671037.375,0.0,38137.19922,130124.0,4564.649902,456465.0,False,,Compliant,,25.15,0.48,52110,1.0,123,0.22183156930419895,0.7781681110513139,0.0
24830,2016,NonResidential,Small- and Mid-Sized Office,Sodo Commerce Building,66 Hanford St,Seattle,WA,98134.0,7666207340,2,Greater duwamish,47.57595,-122.33624,1937,1.0,2,39036,0,39036,"Office, Other",Office,27636.0,Other,13611.0,,,,,37.09999847,39.59999847,84.90000153,87.0,1528295.75,1633524.125,0.0,266278.5938,908543.0,6197.529785,619753.0,False,,Compliant,,39.25,1.01,39036,1.0,86,0.5944811401850721,0.4055190233958316,0.0
24840,2016,NonResidential,Small- and Mid-Sized Office,KR Trigger Building,3201 1st Ave S,Seattle,WA,98134.0,7666207420,2,Greater duwamish,47.57529,-122.33475,1923,1.0,1,26310,0,26310,"Non-Refrigerated Warehouse, Office, Social/Meeting Hall",Office,24000.0,Non-Refrigerated Warehouse,8874.0,Social/Meeting Hall,1000.0,,96.0,22.79999924,24.79999924,58.70000076,60.79999924,771512.6875,841208.1875,0.0,165033.9063,563096.0,2084.169922,208417.0,False,,Compliant,,14.99,0.57,26310,0.5,100,0.7298596758332636,0.2701407292151628,0.0
24857,2016,NonResidential,Retail Store,(ID24857) EMPIRE CENTER,6032 M L KING JR WAY S,Seattle,WA,98118.0,8113100170,2,Southeast,47.54723,-122.28455,1966,1.0,1,37883,0,37883,"Retail Store, Supermarket/Grocery Store",Retail Store,28734.0,Supermarket/Grocery Store,24813.0,,,,88.0,232.1999969,240.3000031,453.0,461.6000061,12434593.0,12869714.0,0.0,1570918.75,5359975.0,70746.17188,7074617.0,False,,Compliant,,413.1,10.9,37883,0.5,57,0.43105351337192943,0.5689464062072639,0.0
24862,2016,NonResidential,K-12 School,Our Lady of Guadalupe School,3401 SW Myrtle St.,Seattle,WA,98126.0,8123100005,1,Delridge,47.53887,-122.37564,1962,1.0,3,29874,0,29874,K-12 School,K-12 School,31375.0,,,,,,95.0,40.59999847,47.09999847,62.0,69.69999695,1274049.75,1478408.125,0.0,85064.10156,290239.0,9838.110352,983811.0,False,,Compliant,,54.27,1.82,29874,1.5,61,0.2278082154955095,0.772191980729167,0.0
24868,2016,NonResidential,Worship Facility,Magnolia,2415 31st Ave,Seattle,WA,98199.0,8127700530,7,Magnolia / queen anne,47.64,-122.39743,1965,1.0,1,20140,0,20140,"Parking, Worship Facility",Worship Facility,22000.0,Parking,0.0,,,,35.0,45.09999847,52.90000153,59.0,67.80000305,992794.6875,1164370.875,0.0,35870.39844,122390.0,8704.049805,870405.0,False,,Compliant,,47.08,2.34,20140,0.5,58,0.12327825837605522,0.8767220563919466,0.0
24876,2016,NonResidential,Self-Storage Facility,Greenwood Self Service Storage,10115 Greenwood Ave N.,Seattle,WA,98133.0,3626039349,6,Northwest,47.70281,-122.35623,1990,1.0,2,71874,31389,40485,Self-Storage Facility,Self-Storage Facility,71874.0,,,,,,,17.29999924,19.39999962,31.39999962,33.59999847,1242811.75,1393424.5,0.0,133637.7031,455972.0,7868.400391,786840.0,False,,Compliant,,44.97,0.63,40485,1.0,33,0.36688742281363207,0.6331127783431401,0.0
24886,2016,NonResidential,Small- and Mid-Sized Office,RCC,100 23RD AVE S,Seattle,WA,98144.0,3646100005,3,Central,47.60104,-122.30155,1971,1.0,2,39953,0,39953,Office,Office,30100.0,,,,,,93.0,50.09999847,53.5,131.0,135.8999939,1508561.875,1608929.125,0.0,330758.6875,1128549.0,3800.129883,380013.0,False,,Compliant,,28.05,0.7,39953,1.0,52,0.748095930768501,0.2519041520918723,0.0
24893,2016,NonResidential,Retail Store,Promenade North 1,306 23rd Ave S,Seattle,WA,98144.0,3646100320,3,Central,47.60009,-122.3017,1998,1.0,2,21200,0,21200,"Office, Retail Store",Retail Store,14168.0,Office,7032.0,,,,15.0,79.09999847,78.0,248.3000031,244.8000031,1676426.5,1652954.75,0.0,491332.4063,1676426.0,0.0,0.0,False,,Compliant,,11.69,0.55,21200,1.0,25,0.9999997017465424,0.0,0.0
24895,2016,NonResidential,Supermarket / Grocery Store,Promenade South 1,2309 S Jackson St,Seattle,WA,98144.0,3646100390,3,Central,47.59881,-122.30189,1980,1.0,1,30630,0,30630,"Other, Supermarket/Grocery Store",Supermarket/Grocery Store,28470.0,Other,2442.0,,,,27.0,196.0,200.3999939,615.4000244,629.2000122,6058494.0,6194518.0,0.0,1775642.75,6058493.0,0.0,0.0,False,,Compliant,,42.24,1.38,30630,0.5,43,0.9999998349424791,0.0,0.0
24896,2016,NonResidential,Retail Store,Promenade South 2,2309 S Jackson St,Seattle,WA,98144.0,3646100390,3,Central,47.59881,-122.30189,1980,1.0,2,23421,0,23421,"Bank Branch, Retail Store",Retail Store,19271.0,Bank Branch,4150.0,,,,25.0,81.0,83.5,254.3000031,262.1000061,1896626.375,1955353.0,0.0,555869.3125,1896626.0,0.0,0.0,False,,Compliant,,13.22,0.56,23421,1.0,43,0.9999998022805098,0.0,0.0
24909,2016,NonResidential,Worship Facility,Ballard First Lutheran Church,2006 NW 65th Street,Seattle,WA,98117.0,7518505195,6,Ballard,47.67628,-122.38238,1928,1.0,2,24120,0,24120,Worship Facility,Worship Facility,24120.0,,,,,,66.0,37.0,42.5,68.69999695,76.19999695,893053.1875,1024822.188,0.0,100909.2031,344302.0,5487.510254,548751.0,False,,Compliant,,31.54,1.31,24120,1.0,95,0.3855335883899972,0.6144662016561023,0.0
24911,2016,NonResidential,Worship Facility,Trinity United Methodist Church,6512 23rd Avenue NW,Seattle,WA,98117.0,7518507190,6,Ballard,47.6764,-122.38502,1929,1.0,3,35736,0,35736,"Office, Worship Facility",Worship Facility,28970.0,Office,6766.0,,,,88.0,32.09999847,37.59999847,46.20000076,52.20000076,1148202.25,1342448.875,0.0,62454.89844,213096.0,9351.05957,935106.0,False,,Compliant,,51.15,1.43,35736,1.5,94,0.1855909967081148,0.8144087855602095,0.0
24943,2016,NonResidential,Warehouse,24943-60S-E,60 South Spokane Street,Seattle,WA,98134.0,7666207461,2,Greater duwamish,47.57298,-122.33644,1941,1.0,1,51050,0,51050,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,49500.0,,,,,,10.0,24.39999962,27.39999962,58.79999924,62.0,1206165.75,1355995.25,0.0,230672.2031,787054.0,4191.119629,419112.0,False,,Compliant,,27.75,0.54,51050,0.5,82,0.6525255753614294,0.3474746319069332,0.0
24948,2016,NonResidential,Retail Store,(ID24948) BARGREEN-ELLINGSON,3627 1ST AVE S,Seattle,WA,98134.0,7666207515,2,Greater duwamish,47.57044,-122.33475,1954,1.0,2,21900,0,21900,Retail Store,Retail Store,21900.0,,,,,,40.0,59.5,65.69999695,117.1999969,123.8000031,1302192.875,1439042.25,0.0,168299.2031,574237.0,7279.560059,727956.0,False,,Compliant,,42.66,1.95,21900,1.0,69,0.44097691749388507,0.5590231784980393,0.0
24955,2016,NonResidential,Distribution Center,3420/3430 E. Marginal Way Whse,3420/3430 E. Marginal Way,Seattle,WA,98134.0,7666207585,2,Greater duwamish,47.57227,-122.33843,1952,1.0,1,16300,0,16300,Distribution Center,Distribution Center,65164.0,,,,,,100.0,2.299999952,2.299999952,6.900000095,6.900000095,150167.7969,150167.7969,0.0,40497.89844,138179.0,119.8899918,11989.0,False,,Compliant,,1.6,0.1,16300,0.5,71,0.9201639955603558,0.07983735692669006,0.0
24958,2016,NonResidential,Warehouse,3401 Colorado Ave S. Whse,3401 Colorado Ave. S.,Seattle,WA,98134.0,7666207605,2,Greater duwamish,47.57339,-122.33735,1964,1.0,1,33462,0,33462,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33462.0,,,,,,1.0,41.40000153,41.40000153,130.1000061,130.1000061,1386445.375,1386445.375,0.0,406343.8125,1386445.0,0.0,0.0,False,,Compliant,,9.67,0.29,33462,0.5,59,0.9999997295241437,0.0,0.0
24959,2016,NonResidential,Mixed Use Property,Hanford Center,25 S Hanford St,Seattle,WA,98134.0,7666207610,2,Greater duwamish,47.57506,-122.33862,1952,1.0,1,35310,0,35310,"Non-Refrigerated Warehouse, Other, Refrigerated Warehouse",Other,10471.0,Non-Refrigerated Warehouse,9875.0,Refrigerated Warehouse,8877.0,,,45.59999847,52.0,88.19999695,95.0,1331469.75,1519845.5,0.0,165367.7031,564235.0,7672.350098,767235.0,False,,Compliant,,44.68,1.27,35310,0.5,71,0.42376854599963687,0.5762316417627963,0.0
24991,2016,NonResidential,Other,DUWAMISH,7000 E MARGINAL WAY S,Seattle,WA,98108.0,8159100110,2,Greater duwamish,47.54089,-122.32323,1962,1.0,3,36140,0,36140,Other,Other,34733.0,,,,,,,134.0,134.0,420.7000122,420.7000122,4653535.0,4653535.0,0.0,1363872.875,4653534.0,0.0,0.0,False,,Compliant,,32.44,0.9,36140,1.5,61,0.9999997851095995,0.0,0.0
24994,2016,NonResidential,Other,Ding How Shopping Center,1207 S Jackson St,Seattle,WA,98144.0,8170100120,3,Downtown,47.59886,-122.31678,1991,1.0,2,47963,21384,26579,"Other - Mall, Parking",Other - Mall,29640.0,Parking,6000.0,,,,,275.3999939,277.5,495.0,501.3999939,8163413.0,8224244.0,0.0,855325.625,2918371.0,52450.41797,5245042.0,False,,Compliant,,298.91,6.23,26579,1.0,32,0.35749397954017514,0.6425060204598249,0.0
25000,2016,NonResidential,Warehouse,KLC GROUP LLC,1000 S WELLER ST,Seattle,WA,98104.0,8170100295,2,Downtown,47.59774,-122.31936,1930,1.0,1,23903,0,23903,"Non-Refrigerated Warehouse, Worship Facility",Non-Refrigerated Warehouse,18350.0,Worship Facility,4500.0,,,,65.0,18.20000076,21.29999924,34.29999924,38.29999924,415364.5938,486884.9063,0.0,48871.19922,166749.0,2486.159912,248616.0,False,,Compliant,,14.37,0.6,23903,0.5,93,0.40145212781494427,0.5985488501210813,0.0
25001,2016,NonResidential,Self-Storage Facility,Econo Mini Storage,6920 Roosevelt Way NE,Seattle,WA,98115.0,3658700540,4,Northeast,47.67923,-122.31715,1947,1.0,3,22522,0,22522,Self-Storage Facility,Self-Storage Facility,22522.0,,,,,,,24.89999962,28.0,38.90000153,42.40000153,561473.875,630412.625,0.0,40037.80078,136609.0,4248.649902,424865.0,False,,Compliant,,23.52,1.04,22522,1.5,76,0.2433042855288681,0.7566959370994777,0.0
25002,2016,NonResidential,Self-Storage Facility,Roosevelt Self Storage,6910 Roosevelt Way NE,Seattle,WA,98115.0,3658700555,4,Northeast,47.67905,-122.31697,1996,1.0,4,38959,0,38959,Self-Storage Facility,Self-Storage Facility,38959.0,,,,,,,23.20000076,24.70000076,52.59999847,54.20000076,905750.375,963968.1875,0.0,154136.4063,525913.0,3798.369873,379837.0,False,,Compliant,,23.84,0.61,38959,2.0,27,0.5806379047869563,0.41936168119168593,0.0
25025,2016,NonResidential,Warehouse,(ID25025) 1801 Ranier Ave S,1801 Ranier Ave S,Seattle,WA,98144.0,3683900005,3,Greater duwamish,47.5867,-122.30519,1928,1.0,2,25955,0,25955,"Non-Refrigerated Warehouse, Office, Other - Services",Non-Refrigerated Warehouse,14150.0,Other - Services,8745.0,Office,3060.0,,,46.90000153,46.90000153,147.3999939,147.3999939,1218112.0,1218112.0,0.0,357008.1875,1218112.0,0.0,0.0,False,,Compliant,,8.49,0.33,25955,1.0,95,1.0,0.0,0.0
25115,2016,NonResidential,Worship Facility,Bethel Presbyterian Church,11010 Greenwood Ave N,Seattle,WA,98133.0,8911000155,5,Northwest,47.70901,-122.35498,1951,1.0,2,21936,0,21936,Worship Facility,Worship Facility,21936.0,,,,,,96.0,27.79999924,31.29999924,36.5,40.29999924,608755.375,686216.5,0.0,22570.19922,77010.0,5317.459961,531746.0,False,,Compliant,,28.78,1.31,21936,1.0,72,0.1265040164943102,0.8734970101906697,0.0
25124,2016,NonResidential,Other,4H Investments,12001 31st AVE NE,Seattle,WA,98125.0,8822900840,5,North,47.7162,-122.2956,1960,1.0,1,25406,0,25406,"Personal Services (Health/Beauty, Dry Cleaning, etc)","Personal Services (Health/Beauty, Dry Cleaning, etc)",25406.0,,,,,,,96.09999847,97.80000305,257.3999939,259.1000061,2442220.0,2484501.5,0.0,557402.375,1901857.0,5403.629395,540363.0,False,,Compliant,,41.96,1.65,25406,0.5,63,0.7787410634586565,0.22125893654134354,0.0
25148,2016,NonResidential,Small- and Mid-Sized Office,EJ and J Pacific,4714 Rainier Ave S,Seattle,WA,98118.0,3929900010,2,Southeast,47.56029,-122.2858,1967,1.0,2,23250,0,23250,Office,Office,22014.0,,,,,,55.0,41.09999847,40.40000153,129.0,126.6999969,904236.0,888432.5,0.0,265016.4063,904236.0,0.0,0.0,False,,Compliant,,6.3,0.27,23250,1.0,56,1.0,0.0,0.0
25163,2016,NonResidential,Warehouse,McKinstry SEA - 4800 Denver Warehouse,4800 Denver Ave S.,Seattle,WA,98134.0,3957900098,2,Greater duwamish,47.55966,-122.33146,1960,1.0,1,30000,0,30000,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,30000.0,Parking,0.0,,,,32.0,93.19999695,108.1999969,139.6999969,155.5,2794837.0,3246531.0,0.0,176070.9063,600754.0,21940.83008,2194083.0,False,,Compliant,,120.72,4.02,30000,0.5,63,0.2149513549448501,0.7850486450551499,0.0
25165,2016,Nonresidential COS,Warehouse,SDOT Traffic Shop,4500 Airport Way S,Seattle,WA,98108.0,3958900065,2,Greater duwamish,47.56522,-122.32205,1962,1.0,1,45036,0,45036,"Non-Refrigerated Warehouse, Office, Repair Services (Vehicle, Shoe, Locksmith, etc)",Non-Refrigerated Warehouse,21110.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",14074.0,Office,6755.0,,,42.70000076,47.40000153,94.09999847,99.09999847,1791697.75,1989787.875,0.0,289841.9063,988941.0,8027.569824,802757.0,False,,Compliant,,49.53,1.1,45036,0.5,61,0.5519574939467329,0.4480426455857301,0.0
25250,2016,NonResidential,University,Student Union Building / Royal Brougham Pavilion,315 W. Bertona,Seattle,WA,98119.0,8900000555,7,Magnolia / queen anne,47.65019,-122.36173,1959,1.0,2,122679,0,122679,"College/University, Restaurant",College/University,101035.0,Restaurant,2000.0,,,,,159.0,170.8999939,290.7000122,303.2999878,16378152.0,17612938.0,0.0,1788779.625,6103316.0,102748.3516,10274835.0,False,,Compliant,,588.25,4.8,122679,1.0,64,0.3726498569557786,0.6273500819872718,0.0
25268,2016,NonResidential,Small- and Mid-Sized Office,(ID25268) LANDMARK BUILDING,11000 LAKE CITY WAY NE,Seattle,WA,98125.0,8902500361,5,North,47.70868,-122.30089,1980,1.0,4,23022,0,23022,Office,Office,23022.0,,,,,,78.0,44.59999847,46.70000076,125.4000015,127.5999985,1027230.875,1075427.75,0.0,253588.5,865244.0,1619.869995,161987.0,False,,Compliant,,14.64,0.64,23022,2.0,43,0.8423072369198404,0.15769288476653312,0.0
25275,2016,NonResidential,Refrigerated Warehouse,Express Cold Storage,4604 4th Ave S,Seattle,WA,98134.0,3958900601,2,Greater duwamish,47.56173,-122.32885,1967,1.0,1,27263,0,27263,"Office, Other, Refrigerated Warehouse",Refrigerated Warehouse,22000.0,Other,2700.0,Office,2500.0,,,90.80000305,88.5,285.2000122,278.0,2470642.0,2408141.75,0.0,724103.625,2470642.0,0.0,0.0,False,,Compliant,,17.22,0.63,27263,0.5,56,1.0,0.0,0.0
25276,2016,NonResidential,Warehouse,Pedersens Rentals,4500 4th Avenue South,Seattle,WA,98134.0,3958900645,2,Greater duwamish,47.56318,-122.32889,1962,1.0,1,31569,0,31569,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33000.0,,,,,,12.0,92.80000305,101.4000015,148.5,157.3999939,3064039.5,3344952.0,0.0,235929.7969,804992.0,22590.46875,2259047.0,False,,Compliant,,125.59,3.98,31569,0.5,61,0.2627224616392837,0.7372773751774414,0.0
25277,2016,NonResidential,Warehouse,Pedersen Party Rentals,4424 4th Ave. S.,Seattle,WA,98134.0,3958900650,2,Greater duwamish,47.56362,-122.32876,1956,1.0,1,22509,0,22509,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22509.0,,,,,,57.0,7.900000095,7.900000095,24.79999924,24.79999924,177812.7969,177812.7969,0.0,52113.89844,177813.0,0.0,0.0,False,,Compliant,,1.24,0.06,22509,0.5,67,1.0000011422125041,0.0,0.0
25278,2016,NonResidential,Warehouse,(ID25278) 4400 BUILDING,4400 4TH AVE S,Seattle,WA,98134.0,3958900786,2,Greater duwamish,47.56424,-122.32902,1956,1.0,1,39984,0,39984,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,31184.0,Office,8800.0,,,,75.0,26.79999924,29.10000038,51.0,53.40000153,1073156.375,1163530.25,0.0,128166.0,437302.0,6358.540039,635854.0,False,,Compliant,,36.82,0.92,39984,0.5,67,0.4074914059006545,0.5925082446628526,0.0
25325,2016,NonResidential,Worship Facility,All Pilgrims Christian Church,500 Broadway E,Seattle,WA,98102.0,6852700670,3,East,47.62322037,-122.320017,1906,1.0,1,26440,0,26440,Worship Facility,Worship Facility,26440.0,,,,,,91.0,27.20000076,31.29999924,46.20000076,51.29999924,719905.1875,826275.1875,0.0,65467.5,223375.0,4965.300293,496530.0,False,,Compliant,,27.93,1.06,26440,0.5,117,0.31028391499123625,0.6897158245577999,0.0
25364,2016,NonResidential,Self-Storage Facility,Seattle Self Storage,1100 Poplar Place S,Seattle,WA,98144.0,7133800125,3,Greater duwamish,47.59291,-122.31042,1956,1.0,2,28800,0,28800,Self-Storage Facility,Self-Storage Facility,28800.0,,,,,,,39.70000076,44.0,91.0,95.40000153,1143826.625,1266706.875,0.0,198903.4063,678658.0,4651.680176,465168.0,False,,Compliant,,29.44,1.02,28800,1.0,67,0.5933224364313079,0.4066770171572112,0.0
25371,2016,NonResidential,K-12 School,Epiphany School,1802 36TH AVE,Seattle,WA,98122.0,9103000660,3,Central,47.61791,-122.28594,2009,4.0,2,28500,0,28500,K-12 School,K-12 School,31100.0,,,,,,92.0,37.40000153,41.79999924,87.5,94.69999695,1162561.125,1300765.5,0.0,210289.2969,717507.0,4450.540039,445054.0,False,,Compliant,,28.64,1.0,28500,0.4,14,0.6171778709700103,0.38282202150876155,0.0
25451,2016,NonResidential,Restaurant,Yale Street Landing  and Ocean Alexander,1001 Fairview Ave N,Seattle,WA,98109.0,4088803010,3,Lake union,47.62902,-122.33173,1978,1.0,2,26519,0,26519,"Office, Restaurant",Restaurant,13592.0,Office,12927.0,,,,,140.1999969,140.1999969,318.2000122,318.2000122,3717064.0,3717064.0,0.0,636151.6875,2170550.0,15465.14063,1546514.0,False,,Compliant,,97.27,3.67,26519,1.0,45,0.58394205749484,0.41605794250516,0.0
25452,2016,NonResidential,Mixed Use Property,Chandler's Cove - SEDO,901 Fairview Ave. N.,Seattle,WA,98109.0,4088803045,3,Lake union,47.62774,-122.33384,1988,1.0,2,34639,15402,19237,"Other, Parking, Restaurant",Restaurant,23373.0,Other,19659.0,Parking,15402.0,,,359.7000122,370.8999939,700.2999878,712.0999756,15480681.0,15960838.0,0.0,1946759.75,6642344.0,88383.35938,8838336.0,False,,Compliant,,515.71,14.89,19237,1.0,35,0.4290731137732248,0.5709268216301338,0.0
25457,2016,NonResidential,Other,Art Marble 21,731 Westlake Ave N,Seattle,WA,98109.0,4088803510,7,Magnolia / queen anne,47.62643,-122.33946,1921,1.0,2,26300,0,26300,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,26300.0,,,,,,,134.5,141.1000061,263.5,267.6000061,3537841.5,3711173.0,0.0,450739.5938,1537923.0,19999.17773,1999918.0,False,,Compliant,,116.94,4.45,26300,1.0,102,0.434706585922518,0.5652932727483693,0.0
25461,2016,NonResidential,Restaurant,(ID25461) CHINA HARBOR RESTURANT & MARINA,2040 WESTLAKE AVE N,Seattle,WA,98109.0,4088803835,7,Lake union,47.63734,-122.33988,1962,0.0,2,34072,0,34072,Restaurant,Restaurant,34072.0,,,,,,,193.3000031,205.6999969,366.3999939,388.3999939,6584966.5,7007726.0,0.0,780828.6875,2664187.0,39207.78516,3920779.0,False,,Compliant,,226.81,6.66,34072,2.0,61,0.4045862647896538,0.5954136592798156,0.0
25462,2016,NonResidential,Small- and Mid-Sized Office,1848 Building,1848 Westlake Avenue North,Seattle,WA,98109.0,4088803945,7,Lake union,47.63614,-122.33982,1949,1.0,3,23355,0,23355,Office,Office,21915.0,,,,,,77.0,38.40000153,38.40000153,120.4000015,120.4000015,840549.375,840549.375,0.0,246350.9063,840549.0,0.0,0.0,False,,Compliant,,5.86,0.25,23355,1.5,74,0.99999955386321,0.0,0.0
